frame_id,source_dataset_id,source_specimen_id,source_frame_number,time_s_from_first_available,frame_rate_hz_reported,image_path,mask_path,image_sha256,mask_sha256,width_px_deposited,height_px_deposited,source_acquisition_width_px_reported,source_acquisition_height_px_reported,mask_present,mask_positive_pixels,mask_area_fraction,bbox_xmin_px,bbox_ymin_px,bbox_xmax_px,bbox_ymax_px,temporal_block,split,data_role
GVF-2025-0013,jrsb4b9yy5_v1,CPEEK_PANEL_001,13,0.181818182,55.0,data/public_benchmark/images/frame_0013.png,data/public_benchmark/masks/frame_0013.png,c7a5a6931c34f68f2a05c701c58f91caefddae78c4a434b75f3365c1f06dd227,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0014,jrsb4b9yy5_v1,CPEEK_PANEL_001,14,0.200000000,55.0,data/public_benchmark/images/frame_0014.png,data/public_benchmark/masks/frame_0014.png,03ed2565c34cb99e542c05118368dc1349232879876b10a277e1cd89b2d7212d,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0015,jrsb4b9yy5_v1,CPEEK_PANEL_001,15,0.218181818,55.0,data/public_benchmark/images/frame_0015.png,data/public_benchmark/masks/frame_0015.png,3425fc64dacd5c75329bef9235b987bbf853f9166a4e132665ef86901c165e81,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0016,jrsb4b9yy5_v1,CPEEK_PANEL_001,16,0.236363636,55.0,data/public_benchmark/images/frame_0016.png,data/public_benchmark/masks/frame_0016.png,865a876c2a7a94be3a8064b07dfc75551e65deb51426f3dde8c3e04d47b6de87,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0017,jrsb4b9yy5_v1,CPEEK_PANEL_001,17,0.254545455,55.0,data/public_benchmark/images/frame_0017.png,data/public_benchmark/masks/frame_0017.png,6dc7578727b26b153295a1d93b10dcd3cba9365f1bd34ae5b909db6449bb3e58,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0018,jrsb4b9yy5_v1,CPEEK_PANEL_001,18,0.272727273,55.0,data/public_benchmark/images/frame_0018.png,data/public_benchmark/masks/frame_0018.png,6550f7cc7bccf57df6e7bd833a587843c3f1e00c5f4ba0a96f7a2e9b273f62fb,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0019,jrsb4b9yy5_v1,CPEEK_PANEL_001,19,0.290909091,55.0,data/public_benchmark/images/frame_0019.png,data/public_benchmark/masks/frame_0019.png,b7040ebd2d2771d89e5f84bde24e8f509a6f9b3110eff979031ad190c29346c1,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0020,jrsb4b9yy5_v1,CPEEK_PANEL_001,20,0.309090909,55.0,data/public_benchmark/images/frame_0020.png,data/public_benchmark/masks/frame_0020.png,1d988683c3129effee662b5172bbf74c485f95268abd84af79c30c6221ebaaec,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0021,jrsb4b9yy5_v1,CPEEK_PANEL_001,21,0.327272727,55.0,data/public_benchmark/images/frame_0021.png,data/public_benchmark/masks/frame_0021.png,748dfa5b808c186c1ee3addc837ebae69d4bf6c598c2cb2815b9f2ebeb079f76,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0022,jrsb4b9yy5_v1,CPEEK_PANEL_001,22,0.345454545,55.0,data/public_benchmark/images/frame_0022.png,data/public_benchmark/masks/frame_0022.png,9d65c780686f7483b77d19d209523d41b40dd86dba8db03957e65dd626b8a91d,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0023,jrsb4b9yy5_v1,CPEEK_PANEL_001,23,0.363636364,55.0,data/public_benchmark/images/frame_0023.png,data/public_benchmark/masks/frame_0023.png,b177fdc5d63c5a770482b782a59ab49224f00df0edfe7f5ce3632c6613ece672,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0024,jrsb4b9yy5_v1,CPEEK_PANEL_001,24,0.381818182,55.0,data/public_benchmark/images/frame_0024.png,data/public_benchmark/masks/frame_0024.png,e426e225b8c7c42a374837a79aacc8e749250e75ad310f971969e093a8a57970,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0025,jrsb4b9yy5_v1,CPEEK_PANEL_001,25,0.400000000,55.0,data/public_benchmark/images/frame_0025.png,data/public_benchmark/masks/frame_0025.png,432b2b9dba35a8cc0f80415cff3ccc09c6db87a159f8d1b9afc4d35a87daee84,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0026,jrsb4b9yy5_v1,CPEEK_PANEL_001,26,0.418181818,55.0,data/public_benchmark/images/frame_0026.png,data/public_benchmark/masks/frame_0026.png,15a89a4e1829f367a28fb7f87edff49509da2ba92cb4a17b3e9f52232bc89932,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0027,jrsb4b9yy5_v1,CPEEK_PANEL_001,27,0.436363636,55.0,data/public_benchmark/images/frame_0027.png,data/public_benchmark/masks/frame_0027.png,493f09fc9204baf28e05c1a77182acae499a96f96e35459bf4205c0ce29a3443,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0028,jrsb4b9yy5_v1,CPEEK_PANEL_001,28,0.454545455,55.0,data/public_benchmark/images/frame_0028.png,data/public_benchmark/masks/frame_0028.png,32582df97375cfc3d13cf65a5befe877a732a6858fb27055264595ab5e44bf7b,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0029,jrsb4b9yy5_v1,CPEEK_PANEL_001,29,0.472727273,55.0,data/public_benchmark/images/frame_0029.png,data/public_benchmark/masks/frame_0029.png,7e620b5f24e512b711a253d8cc6e6225399758c69278d4609862182feda3bfcc,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0030,jrsb4b9yy5_v1,CPEEK_PANEL_001,30,0.490909091,55.0,data/public_benchmark/images/frame_0030.png,data/public_benchmark/masks/frame_0030.png,fe59c0699a0ac2b5bd3385f740ef7befad1fb4c2988d8a8b8da0c7b87cd2294b,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0031,jrsb4b9yy5_v1,CPEEK_PANEL_001,31,0.509090909,55.0,data/public_benchmark/images/frame_0031.png,data/public_benchmark/masks/frame_0031.png,5c9f3d5e5d793288e5923ae739d3ab2d3cb5e5d61548f2cb0e4abad4f9f7f94d,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0032,jrsb4b9yy5_v1,CPEEK_PANEL_001,32,0.527272727,55.0,data/public_benchmark/images/frame_0032.png,data/public_benchmark/masks/frame_0032.png,910f6818fa8e6b0214955cb634ef322151e35df74dcb12c7990b6c03b07666f6,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0033,jrsb4b9yy5_v1,CPEEK_PANEL_001,33,0.545454545,55.0,data/public_benchmark/images/frame_0033.png,data/public_benchmark/masks/frame_0033.png,0fa1864a7e923ba6bf85ca03d00cb9d5994433e2f498dca074a3ee983775b0c8,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0034,jrsb4b9yy5_v1,CPEEK_PANEL_001,34,0.563636364,55.0,data/public_benchmark/images/frame_0034.png,data/public_benchmark/masks/frame_0034.png,a462205a4f719149daad19dd7bc469da7fd03da229da39ad58c0d52169387ccc,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0035,jrsb4b9yy5_v1,CPEEK_PANEL_001,35,0.581818182,55.0,data/public_benchmark/images/frame_0035.png,data/public_benchmark/masks/frame_0035.png,55d23fbf3c09cb806cba2ab88c13306d28120a67cee2df03bdfc62e822c93548,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0036,jrsb4b9yy5_v1,CPEEK_PANEL_001,36,0.600000000,55.0,data/public_benchmark/images/frame_0036.png,data/public_benchmark/masks/frame_0036.png,64db7c4f6f7a932e1ec9bcd415dd408a152391fd76e0c079ef73cdac56075ef9,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0037,jrsb4b9yy5_v1,CPEEK_PANEL_001,37,0.618181818,55.0,data/public_benchmark/images/frame_0037.png,data/public_benchmark/masks/frame_0037.png,cdba45a538a137b403bf4e6e1220e6722092efff57340b773fd3d44d293c3d02,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0038,jrsb4b9yy5_v1,CPEEK_PANEL_001,38,0.636363636,55.0,data/public_benchmark/images/frame_0038.png,data/public_benchmark/masks/frame_0038.png,15eecaa505aff5f9358f7bf332cefcd186759ebbea96fece1f31b4da2951b1e3,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0039,jrsb4b9yy5_v1,CPEEK_PANEL_001,39,0.654545455,55.0,data/public_benchmark/images/frame_0039.png,data/public_benchmark/masks/frame_0039.png,1ab244c3f6295a1259760aefeb0b26aaf44216229a5f1004703cad93495651d8,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0040,jrsb4b9yy5_v1,CPEEK_PANEL_001,40,0.672727273,55.0,data/public_benchmark/images/frame_0040.png,data/public_benchmark/masks/frame_0040.png,9a255e61a35f88a4e8b56051ae0f1be41b8bc5815fd04d8be562e0d812a69c0e,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0041,jrsb4b9yy5_v1,CPEEK_PANEL_001,41,0.690909091,55.0,data/public_benchmark/images/frame_0041.png,data/public_benchmark/masks/frame_0041.png,1000e9889fdbb86a9d54db3a450f7719d55730a54eb6da518725f539d78a1869,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0042,jrsb4b9yy5_v1,CPEEK_PANEL_001,42,0.709090909,55.0,data/public_benchmark/images/frame_0042.png,data/public_benchmark/masks/frame_0042.png,c19a977cdb5be0fc3195374755b1f26469da47ab99f01eebcaf5050797cb701d,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0043,jrsb4b9yy5_v1,CPEEK_PANEL_001,43,0.727272727,55.0,data/public_benchmark/images/frame_0043.png,data/public_benchmark/masks/frame_0043.png,0698ae154580f546991570757b44ab432d250757fad6127f6fdaf5750620deed,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0044,jrsb4b9yy5_v1,CPEEK_PANEL_001,44,0.745454545,55.0,data/public_benchmark/images/frame_0044.png,data/public_benchmark/masks/frame_0044.png,33e5751d360378380a4528bca733c6f29fdea8e88733e79e6df73a092b25d41f,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0045,jrsb4b9yy5_v1,CPEEK_PANEL_001,45,0.763636364,55.0,data/public_benchmark/images/frame_0045.png,data/public_benchmark/masks/frame_0045.png,7911d87519bdf180cd63663927a26279baca77a1d3fbd8f4a961e38fae8cfbf5,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0046,jrsb4b9yy5_v1,CPEEK_PANEL_001,46,0.781818182,55.0,data/public_benchmark/images/frame_0046.png,data/public_benchmark/masks/frame_0046.png,5907baf7f01920d5320b164d7864c77121f1752975233d51d7cd8ebea9f4eab9,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0047,jrsb4b9yy5_v1,CPEEK_PANEL_001,47,0.800000000,55.0,data/public_benchmark/images/frame_0047.png,data/public_benchmark/masks/frame_0047.png,891607a7624b7878a8fffafe3d767e054b1b57e38e68abc6c327befcf6d5268b,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0048,jrsb4b9yy5_v1,CPEEK_PANEL_001,48,0.818181818,55.0,data/public_benchmark/images/frame_0048.png,data/public_benchmark/masks/frame_0048.png,c66958ce6d53a8ccf46d87569477bb8a76e0ee8c2dc6c293d26dce713d57457f,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0049,jrsb4b9yy5_v1,CPEEK_PANEL_001,49,0.836363636,55.0,data/public_benchmark/images/frame_0049.png,data/public_benchmark/masks/frame_0049.png,af7751a19fec3d2358742a44b0ac193b23ba14a57393a7466a7ec85a6677f002,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0050,jrsb4b9yy5_v1,CPEEK_PANEL_001,50,0.854545455,55.0,data/public_benchmark/images/frame_0050.png,data/public_benchmark/masks/frame_0050.png,87e7af5857854bf74877b37ab25d29e687bd94d375d2c2f524896e763d82f305,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0051,jrsb4b9yy5_v1,CPEEK_PANEL_001,51,0.872727273,55.0,data/public_benchmark/images/frame_0051.png,data/public_benchmark/masks/frame_0051.png,c661fb7a025649375927d7bc140785ae75528821ceffa6b71b725ebb88c6fd69,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0052,jrsb4b9yy5_v1,CPEEK_PANEL_001,52,0.890909091,55.0,data/public_benchmark/images/frame_0052.png,data/public_benchmark/masks/frame_0052.png,c03ce5b91148f1dda4ebc1e0055ee1e561ff90e6c177001104d36c449c452440,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0053,jrsb4b9yy5_v1,CPEEK_PANEL_001,53,0.909090909,55.0,data/public_benchmark/images/frame_0053.png,data/public_benchmark/masks/frame_0053.png,08ee9cda637667bb2ceddda83218c1889b444c278e72dbaeec159949f00b1391,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0054,jrsb4b9yy5_v1,CPEEK_PANEL_001,54,0.927272727,55.0,data/public_benchmark/images/frame_0054.png,data/public_benchmark/masks/frame_0054.png,de4d18b7f424de01805cd6c258798c650d7414e9f72aef5c603897572ef4ac3c,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0055,jrsb4b9yy5_v1,CPEEK_PANEL_001,55,0.945454545,55.0,data/public_benchmark/images/frame_0055.png,data/public_benchmark/masks/frame_0055.png,540c70d72bef809abec34e71712ce34d2fb92aaa19a553eff0b722b81908a567,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0056,jrsb4b9yy5_v1,CPEEK_PANEL_001,56,0.963636364,55.0,data/public_benchmark/images/frame_0056.png,data/public_benchmark/masks/frame_0056.png,861db6d8bec53adbac90cd8ae6614f7075bd50ea6d9ec1941e2615dbdeac4a46,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0057,jrsb4b9yy5_v1,CPEEK_PANEL_001,57,0.981818182,55.0,data/public_benchmark/images/frame_0057.png,data/public_benchmark/masks/frame_0057.png,fe6718cfb4ba3613c85a9ce75b6c062379900d43c02b1665c326d5d9d16b72b9,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0058,jrsb4b9yy5_v1,CPEEK_PANEL_001,58,1.000000000,55.0,data/public_benchmark/images/frame_0058.png,data/public_benchmark/masks/frame_0058.png,63499d8166a43371a0f2ecfe048a9c71b4e2a810ccd2118df4c88c8ae97eea86,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0059,jrsb4b9yy5_v1,CPEEK_PANEL_001,59,1.018181818,55.0,data/public_benchmark/images/frame_0059.png,data/public_benchmark/masks/frame_0059.png,8ab2e84a19fe74b05740d237fa430048320417e2adeb8350b91e33b8a9dc58db,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0060,jrsb4b9yy5_v1,CPEEK_PANEL_001,60,1.036363636,55.0,data/public_benchmark/images/frame_0060.png,data/public_benchmark/masks/frame_0060.png,77fcb57121b981c0d3eabe16a0da4d25dc581407b1cdf62e6d024e23c3519db1,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0061,jrsb4b9yy5_v1,CPEEK_PANEL_001,61,1.054545455,55.0,data/public_benchmark/images/frame_0061.png,data/public_benchmark/masks/frame_0061.png,f9c730ab4b6a47467b45af65534138accfcf24e84ac5788564a7abc6b83e41f9,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0062,jrsb4b9yy5_v1,CPEEK_PANEL_001,62,1.072727273,55.0,data/public_benchmark/images/frame_0062.png,data/public_benchmark/masks/frame_0062.png,2bda58f46dead108a74050dd8fcbd287db21ce2982f7c8f37f6b946337884594,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0063,jrsb4b9yy5_v1,CPEEK_PANEL_001,63,1.090909091,55.0,data/public_benchmark/images/frame_0063.png,data/public_benchmark/masks/frame_0063.png,3ab2759ca4267ca9594ec580c6656ad54916a24fae177cdbf9e9c9168324fe99,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
GVF-2025-0064,jrsb4b9yy5_v1,CPEEK_PANEL_001,64,1.109090909,55.0,data/public_benchmark/images/frame_0064.png,data/public_benchmark/masks/frame_0064.png,23fcbaca9ab9245e9bfaa29cb7b1663b0a597fedc117576ca3bdeb7202ecc06b,be1091c2236a8f852023900becc51ed65113ab6481ee0c40317ab08f996d8f87,234,234,640,512,True,621,0.0113412228797,36,35,189,189,0,benchmark_only,experimental_public_benchmark
